shopify_gid,handle,sku,old_name,new_name,matched_png_fileid,confidence,bucket,top_similarity,chosen_index,candidate_names
,0-cross-stitch-black-embroidered-icon,ICON-45923952034049,0 Cross Stitch Black Embroidered Icon,Cross Stitch C,1mjtg_amUbRbiOQ9ySet7h_ftNoAUqd8E,high,High confidence,0.9531,4,Cross Stitch G | Cross Stitch U | Cross Stitch A | Cross Stitch D | Cross Stitch C | Cross Stitch W | Cross Stitch Q | Cross Stitch O | Cross Stitch V | Cross Stitch B | Cross Stitch M | Cross Stitch P
,v2-pink-tennis,ICON-45782338306305,Pink Tennis Embroidered Icon,,,low,No match - likely cut,0.8305,-1,Tennis | Pink Tennis | Tennis Raquets | Hair Brush | Pink Tennis Raquets | Pickleball Paddle | Margarita | Aperol Spritz | Martini | Olive on Toothpick | Espresso Martini | Matches
,v2-pink-tennis-raquets,ICON-45782338437377,Pink Tennis Raquets Embroidered Icon,,,low,No match - likely cut,0.8419,-1,Pink Tennis Raquets | Tennis Raquets | Tennis | Pink Tennis | Pickleball Paddle | Hair Brush | Cross Stitch Martini | Espresso Martini | Red Wine | White Wine | Margarita | Pickleball Paddles
,v2-pizza,ICON-45782338535681,Pizza Embroidered Icon,,,low,No match - likely cut,0.8835,-1,Pizza | NY Pizza | Watermelon Slice | Cheese | Strawberry Candy | Bandana Texas | Red Mushroom | Heart Dice | Strawberry | Heart Pizza | Lips | Texas Outline
,v2-plane-window,ICON-45782338633985,Plane Window Embroidered Icon,,,low,No match - likely cut,0.8043,-1,Plane Window | Oyster | Steak | Ski Goggles | Sushi Roll | Espresso | Hot Dog | Smiley Face | Ring | Diet Coke | Boston Cannoli | Tomato
,pomeranian-dog-200-embroidered-icon,ICON-46294721986817,Pomeranian Dog 200 Embroidered Icon,Pomeranian,1zfMMSD1AeZxwBjJ7ac5elXI_-NVcWH2M,high,High confidence,0.9156,0,Pomeranian | Black and Tan Pomeranian | Samoyed | Bernedoodle | Chow Chow | Ski Tan Pomeranian | Ski Samoyed | Fluffy Brown Dog | Fluffy Black Dog | Scottish Terrier | Westie | Ski Black and Tan Pomeranian
,pomeranian-dog-tricolor-200-embroidered-icon,ICON-46294725918977,Pomeranian Dog Tricolor 200 Embroidered Icon,Black and Tan Pomeranian,1rAbVRzxa01VhSUyHZXG4BhnmI3ahsCkf,high,High confidence,0.9247,0,Black and Tan Pomeranian | Pomeranian | Bernedoodle | Samoyed | Ski Black and Tan Pomeranian | Chow Chow | Ski Tan Pomeranian | Fluffy Black Dog | Black and Tan Longhair Dachshund | Fluffy Brown Dog | Ski Samoyed | Ski Bernedoodle
,poodle-embroidered-icon,ICON-45851609202945,Poodle Embroidered Icon,,,low,No match - likely cut,0.9471,-1,Poodle | Yellow Lab | Ski Poodle | Blonde Doodle | Brown Doodle | Black Doodle | White Pit Bull | Shorthair Shi Tzu | Blue Roan English Cocker Spaniel | Shiba Inu | Cocker Spaniel | Chocolate Lab
,v2-popcorn,ICON-45782338732289,Popcorn Embroidered Icon,,,low,No match - likely cut,0.7722,-1,Popcorn | Chicago Popcorn | Fries | Coffee | Ice Cream | Chocolate Ice Cream | Lighter | Swirl Ice Cream | Hot Dog | LA Smoothie | Red Hot Chocolate | Green Hot Chocolate
,v2-pretzel,ICON-45782339092737,Pretzel Embroidered Icon,,,low,No match - likely cut,0.8984,-1,Pretzel | Candy Cane Heart | Bandana K | Candy Cane Bow | Cheetah S | Cross Stitch Q | Treble Cleff | Cactus | Cross Stitch C | Pink Plaid Q | Crossed Candy Canes | Cheetah Q
,pug-dog-200-embroidered-icon,ICON-46286615511297,Pug Dog 200 Embroidered Icon,,,low,No match - likely cut,0.8534,-1,Black Pug | Tan Frenchie | English Bulldog | Tan and Dark Grey Frenchie | Dark Grey Frenchie | Chihuahua | Ski Tan Pug | Ski Black Pug | Fluffy Brown Dog | Cane Corso | Fluffy White Dog | Chow Chow
,q-cheetah-embroidered-icon,ICON-46172468084993,Q Cheetah Embroidered Icon,,,low,No match - likely cut,0.9716,-1,Cheetah Q | Cheetah C | Cheetah S | Cheetah O | Cheetah G | Cheetah B | Cheetah J | Cheetah Z | Cheetah P | Cheetah R | Bandana S | Cheetah D
,q-cross-stitch-black-embroidered-icon,ICON-45923700408577,Q Cross Stitch Black Embroidered Icon,,,low,No match - likely cut,0.9432,-1,Cross Stitch A | Cross Stitch G | Cross Stitch Z | Cross Stitch E | Cross Stitch Q | Cross Stitch R | Cross Stitch V | Cross Stitch P | Cross Stitch L | Cross Stitch S | Cross Stitch D | Cross Stitch U
,q-cross-stitch-red-embroidered-icon,ICON-45923656794369,Q Cross Stitch Red Embroidered Icon,,,low,No match - likely cut,0.9422,-1,Cross Stitch A | Cross Stitch G | Cross Stitch Z | Cross Stitch E | Cross Stitch Q | Cross Stitch R | Cross Stitch V | Cross Stitch P | Cross Stitch L | Cross Stitch S | Cross Stitch D | Cross Stitch U
,v2-queen-of-hearts,ICON-45782339191041,Queen of Hearts Embroidered Icon,,,low,No match - likely cut,0.5973,-1,Jack of Hearts | Ace of Hearts | Needlepoint | King of Hearts | Coffee | Queen of Hearts | Envelope | Popcorn | Chicago Popcorn | Japan Flag | Cards | Pink Lighter
,r-cheetah-embroidered-icon,ICON-46172468281601,R Cheetah Embroidered Icon,,,low,No match - likely cut,0.9738,-1,Cheetah R | Cheetah B | Cheetah F | Cheetah P | Cheetah H | Pink Plaid R | Cheetah G | Cheetah L | Cheetah E | Cheetah T | Cheetah D | Cheetah K
,r-cross-stitch-black-embroidered-icon,ICON-45923940073729,R Cross Stitch Black Embroidered Icon,,,low,No match - likely cut,0.9524,-1,Cross Stitch X | Cross Stitch Z | Cross Stitch R | Cross Stitch N | Cross Stitch H | Cross Stitch Y | Cross Stitch E | Cross Stitch A | Cross Stitch W | Cross Stitch G | Cross Stitch M | Cross Stitch V
,r-cross-stitch-red-embroidered-icon,ICON-45923657154817,R Cross Stitch Red Embroidered Icon,,,low,No match - likely cut,0.9521,-1,Cross Stitch X | Cross Stitch Z | Cross Stitch R | Cross Stitch N | Cross Stitch H | Cross Stitch Y | Cross Stitch A | Cross Stitch E | Cross Stitch G | Cross Stitch W | Cross Stitch M | Cross Stitch S
,ralphs-coffee-embroidered-icon,ICON-46892778094849,Ralph's Coffee Embroidered Icon,,,low,No match - likely cut,0.9348,-1,Ralph's Coffee | Ralph's Iced Coffee | LA Smoothie | Diet Coke | Coffee | Pill Bottle | Sunscreen | Chocolate Ice Cream | Ice Cream | Boston Dunkin | Spicy Marg | Chicago Popcorn
,ralph-s-iced-coffee-embroidered-icon,ICON-46892777996545,Ralph's Iced Coffee Embroidered Icon,,,low,No match - likely cut,0.9751,-1,Ralph's Iced Coffee | LA Smoothie | Ralph's Coffee | Boston Dunkin | Matcha | Chocolate Ice Cream | Coffee | Ice Cream | Martini | Negroni | Cosmopolitan | Nantucket Basket
,v2-red-heart,ICON-45784349638913,Red Heart,Heart,1bQhZdEZNZ9ByJwwKnD9LO9BqvnBNSOlC,high,High confidence,0.9541,1,Heart Suit | Heart | New York Heart | LA Heart | Dallas Heart | Austin Heart | Chicago Heart | San Francisco Heart | San Diego Heart | Boston Heart | Bandana Heart | XOXO Heart Pink
,v2-heart-design,ICON-45784347476225,Red Heart Embroidered Icon,,,low,No match - likely cut,0.8429,-1,Heart Suit | New York Heart | Dallas Heart | Chicago Heart | LA Heart | Austin Heart | San Diego Heart | Boston Heart | San Francisco Heart | Heart | Italian Greyhound Locket | Boxer Locket
,red-heart-outline-embroidered-icon,ICON-46264169169153,Red Heart Outline Embroidered Icon,,,low,No match - likely cut,0.8453,-1,Lover Heart | Heart Outline | Heart Suit | New York Heart | Lover Arrow Heart | Dallas Heart | Chicago Heart | LA Heart | San Francisco Heart | San Diego Heart | Boston Heart | Austin Heart
,red-hot-chocolate-embroidered-icon,ICON-46892778193153,Red Hot Chocolate Embroidered Icon,,,low,No match - likely cut,0.9478,-1,Green Hot Chocolate | Red Hot Chocolate | Virgo | Chicago Popcorn | Capricorn | Diet Coke | Scorpio | Espresso | Spicy Marg | Cancer | Lemonade | Fries
,v2-red-lighter,ICON-45782339485953,Red Lighter Embroidered Icon,Lighter,1wJz0kN2FI1IjxsYPuSGQmk8ftSppNNIK,high,High confidence,0.8703,0,Lighter | Pink Lighter | Lipstick | Red Rolling Suitcase | Sun Tan Lotion | Wine Bottle | Charleston Suitcase | Boston Dunkin | Nail Polish | Pink Suitcase | Charleston Iced Tea | Ski Pass
,v2-red-poker-chip,ICON-45782339584257,Red Poker Chip Embroidered Icon,,,low,No match - likely cut,0.6658,-1,Life Preserver | Yacht Flag I | Round Evil Eye | Sun | 8 Ball | Lemon Slice | Lime Slice | Volleyball | Japan Flag | Summer Sun | Yacht Flag D | Blue Plaid O
,v2-red-rose,ICON-45784349769985,Red Rose Embroidered Icon,Red Rose,1eRSMJO6WlF3SLBmrjhi8a0uKbbRzBRm5,high,High confidence,0.8708,0,Red Rose | Rose | Boston Clover | Charleston SC Palm Tree | Cherry Blossom Branch | Broccoli | Cactus | Cowgirl Hat | Vine Tomatoes | Statue of Liberty | Bikini | Charleston Palm Tree
,reindeer-embroidered-icon,ICON-46892778291457,Reindeer Embroidered Icon,Reindeer,18J0HXzkNDSwu327qK0OKER-z90uBOjV3,high,High confidence,0.9718,0,Reindeer | Black Longhair Dachshund | Brown Longhair Dachshund | Black Dachshund | Black Shorthair Dachshund | Brown Shorthair Dachshund | Tan Shorthair Dachshund | Tan Longhair Dachshund | Scottish Terrier | Black and Tan Longhair Dachshund | Black and Tan Shorthair Dachshund | Ski Brown Longhair Dachshund
,v2-ring-box,ICON-45782339846401,Ring Box Embroidered Icon,,,low,No match - likely cut,0.7758,-1,Ring Box | Needlepoint | Pink Suitcase | Nantucket Basket | Coffee | Espresso | Navy Suitcase | Boston Tote | Spicy Marg | Negroni | Oyster | Popcorn
,v2-ring,ICON-45782339944705,Ring Embroidered Icon,,,low,No match - likely cut,0.8835,-1,Ring | Taurus | Heart Outline | Lover Heart | Pisces | Cancer | Locket Filled Bow | Bandana Q | Treble Cleff | White Wine | Smiley Face | Horseshoe
,v2-rose,ICON-45784349966593,Rose Embroidered Icon,Red Rose,1eRSMJO6WlF3SLBmrjhi8a0uKbbRzBRm5,high,High confidence,0.8658,0,Red Rose | Rose | Charleston SC Palm Tree | Boston Clover | Cherry Blossom Branch | Broccoli | Cactus | Vine Tomatoes | Cowgirl Hat | Bikini | Statue of Liberty | Charleston Palm Tree
,v2-rose2,ICON-45782340075777,Rose2 Embroidered Icon,,,low,No match - likely cut,0.5121,-1,Bandana Texas | Pointed Evil Eye | Caviar Latke | Rose | Red Rose | Rosebud | Bikini | Statue of Liberty Head | Texas Outline | Taco | Statue of Liberty | Bandana Star
,v2-rosebud,ICON-45782340174081,Rosebud Embroidered Icon,,,low,No match - likely cut,0.8087,-1,Rosebud | Rose | Vine Tomatoes | Red Rose | Cactus | Bikini | Statue of Liberty | Lobster | Charleston SC Palm Tree | Tomato | Locket Filled Bow | Bikini Polka Dot
,s-cheetah-embroidered-icon,ICON-46172468838657,S Cheetah Embroidered Icon,,,low,No match - likely cut,0.9867,-1,Cheetah S | Cheetah C | Cheetah Q | Cheetah O | Cheetah Z | Cheetah J | Cheetah B | Bandana S | Cheetah G | Cheetah R | Cheetah P | Cheetah U
,s-cross-stitch-black-embroidered-icon,ICON-45923940630785,S Cross Stitch Black Embroidered Icon,,,low,No match - likely cut,0.9445,-1,Cross Stitch K | Cross Stitch Z | Cross Stitch A | Cross Stitch R | Cross Stitch S | Cross Stitch E | Cross Stitch X | Cross Stitch G | Cross Stitch P | Cross Stitch Y | Cross Stitch V | Cross Stitch B
,s-cross-stitch-red-embroidered-icon,ICON-45923657416961,S Cross Stitch Red Embroidered Icon,,,low,No match - likely cut,0.9436,-1,Cross Stitch K | Cross Stitch Z | Cross Stitch R | Cross Stitch A | Cross Stitch S | Cross Stitch X | Cross Stitch E | Cross Stitch G | Cross Stitch P | Cross Stitch Y | Cross Stitch V | Cross Stitch N
,sailboat-embroidered-icon,ICON-46315994611969,Sailboat Embroidered Icon,,,low,No match - likely cut,0.9754,-1,Sailboat | San Francisco Golden Gate Bridge | Nantucket Stamp | Watermelon Slice | Rain Umbrella | Boston CITGO Sign | Ice Skate | Matcha | Tree Taxi | Sushi Nigiri | Boston Dunkin | Garlic
,samoyed-dog-200-embroidered-icon,ICON-46286618624257,Samoyed Dog 200 Embroidered Icon,,,low,No match - likely cut,0.8856,-1,Samoyed | Ski Samoyed | Pomeranian | Chihuahua | Chow Chow | Black and Tan Pomeranian | Grey and White Long Hair Cat | White Long Hair Cat | Orange and White Long Hair Cat | Long Hair Calico Cat | Grey Long Hair Cat | Orange Long Hair Cat
,santa-hat-embroidered-icon,ICON-46892778389761,Santa Hat Embroidered Icon,Santa Hat,1BnZtn1ZA9mYC1HDy55SN73siZEKE8-gn,high,High confidence,0.9297,0,Santa Hat | Taco | Cowboy Hat | Boston Cannoli | Chicago Baseball Cap | Boston Baseball Cap | New York Hot Dog | Sushi Nigiri | Seashell | San Francisco Sea Lion | Shrimp Sashimi | Cowgirl Hat
,sardines-embroidered-icon,ICON-46315673288961,Sardines Embroidered Icon,,,low,No match - likely cut,0.9294,-1,Sardines | Ski Pass | Pink Suitcase | Navy Suitcase | MetroCard | Smiley Face | Slot Machine | Round Perfume | Cape Cod Stamp | Lighter | Chicago Wrigley Sign | Chicago Flag
,schnauzer-dog-200-embroidered-icon,ICON-46286620983553,Schnauzer Dog 200 Embroidered Icon,,,low,No match - likely cut,0.9043,-1,Schnauzer | Boxer | Pit Bull | Ski Schnauzer | Cane Corso | Beagle | Belgian Malinois | Doberman | Brussels Griffon | Black and White Short Hair Cat | Black Pug | Great Dane
,scottie-dog-200-embroidered-icon,ICON-46294740074753,Scottie Dog 200 Embroidered Icon,,,low,No match - likely cut,0.9223,-1,Scottish Terrier | Ski Scottie | Black Longhair Dachshund | Black and Tan Longhair Dachshund | Brown Longhair Dachshund | Brown Shorthair Dachshund | Brussels Griffon | Black Shorthair Dachshund | Black Dachshund | Black and White Long Hair Cat | Black and Tan Shorthair Dachshund | Schnauzer
,seashell-embroidered-icon,ICON-46315834048769,Seashell Embroidered Icon,Seashell,1l6DsX4iuhG9PMy33xC-FgRqqI8SJKKxN,high,High confidence,0.9546,0,Seashell | White Seashell | Taco | Santa Hat | Claw Clip | Dog Paws | Shrimp Sashimi | Rose | Brown Doodle Locket | Lock & Key | Black Doodle Locket | Blonde Doodle Locket
,v2-set-of-4-olive-picks,ICON-45782340272385,Set of 4 Olive Picks Embroidered Icon,,,low,No match - likely cut,0.7699,-1,Three Olives on Toothpick | Four Olives on Toothpick | Two Olives on Toothpick | Olive on Toothpick | Snowboard | Pink Sunglasses | Lemonade | Cross Stitch F | Cherries | Cross Stitch I | Purple Hydrangea | Matches
,shiba-dog-200-embroidered-icon,ICON-46286623768833,Shiba Dog 200 Embroidered Icon,,,low,No match - likely cut,0.9234,-1,Shiba Inu | Chihuahua | Ski Shiba Inu | Cane Corso | German Shepherd | Orange Long Hair Cat | Grey Long Hair Cat | Orange and White Long Hair Cat | Orange Short Hair Cat | Doberman | Husky | Rottweiler
,shih-tsu-dog-long-hair-200-embroidered-icon,ICON-46286626586881,Shih Tsu Dog Long Hair 200 Embroidered Icon,,,low,No match - likely cut,0.9069,-1,Longhair Shi Tzu | Ski Longhair Shi Tzu | Orange Cavalier | Black Cavalier | Cocker Spaniel | Hamster | Fluffy White Dog | Ski Orange Cavalier | Fluffy Brown Dog | Pomeranian | Blue Roan English Cocker Spaniel | Ski Black Cavalier
,shih-tsu-dog-short-hair-200-embroidered-icon,ICON-46294741025025,Shih Tsu Dog Short Hair 200 Embroidered Icon,,,low,No match - likely cut,0.8990,-1,Shorthair Shi Tzu | Fluffy White Dog | Fluffy Brown Dog | Westie | English Bulldog | Black Cavalier | Aussie Shepherd | Ski Shorthair Shih Tzu | Brussels Griffon | Fluffy Black Dog | Beagle | Yorkie
,short-hair-black-and-white-cat-embroidered-icon-1,ICON-46405764514049,Short Hair Black and White Cat Embroidered Icon,,,low,No match - likely cut,0.9352,-1,Black and White Short Hair Cat | Black Short Hair Cat | Short Hair Calico Cat | Grey Short Hair Cat | Black and White Long Hair Cat | Orange Short Hair Cat | Orange and White Short Hair Cat | White Short Hair Cat | Grey and White Short Hair Cat | Long Hair Calico Cat | Grey Long Hair Cat | Siamese Cat
,short-hair-black-and-white-cat-embroidered-icon,ICON-46386773721345,Short Hair Black and White Cat Embroidered Icon,,,low,No match - likely cut,0.9352,-1,Black and White Short Hair Cat | Black Short Hair Cat | Short Hair Calico Cat | Grey Short Hair Cat | Black and White Long Hair Cat | Orange Short Hair Cat | Orange and White Short Hair Cat | White Short Hair Cat | Grey and White Short Hair Cat | Long Hair Calico Cat | Grey Long Hair Cat | Siamese Cat
,short-hair-black-cat-embroidered-icon,ICON-46386775458049,Short Hair Black Cat Embroidered Icon,Black Short Hair Cat,1-alup8JAfw1m1j1Bb5LDoWfvgrez6tBm,high,High confidence,0.9483,0,Black Short Hair Cat | Grey Short Hair Cat | Black Long Hair Cat | Orange Short Hair Cat | Black and White Short Hair Cat | Siamese Cat | White Short Hair Cat | Grey Long Hair Cat | Balinese Cat | Rottweiler | Orange Long Hair Cat | Orange and White Short Hair Cat
,short-hair-calico-cat-embroidered-icon,ICON-46386777751809,Short Hair Calico Cat Embroidered Icon,,,low,No match - likely cut,0.9044,-1,Short Hair Calico Cat | Black and White Short Hair Cat | Grey Short Hair Cat | Long Hair Calico Cat | White Long Hair Cat | Orange Short Hair Cat | Black Short Hair Cat | White Short Hair Cat | Grey Long Hair Cat | Balinese Cat | Black and White Long Hair Cat | Grey and White Short Hair Cat
,short-hair-grey-white-cat-embroidered-icon,ICON-46386739282177,Short Hair Grey & White Cat Embroidered Icon,,,low,No match - likely cut,0.9011,-1,Grey Short Hair Cat | Orange Short Hair Cat | Black and White Short Hair Cat | Black Short Hair Cat | Orange and White Short Hair Cat | White Short Hair Cat | Grey and White Short Hair Cat | Short Hair Calico Cat | Grey Long Hair Cat | Orange Long Hair Cat | White Long Hair Cat | Sphynx Cat
,short-hair-grey-cat-embroidered-icon,ICON-46386783027457,Short Hair Grey Cat Embroidered Icon,Grey Short Hair Cat,1KYTrYM5ijKGkz6iP9vWvTmvJaxEHpZ7b,high,High confidence,0.9133,0,Grey Short Hair Cat | Orange Short Hair Cat | Black Short Hair Cat | White Short Hair Cat | Grey Long Hair Cat | Orange and White Short Hair Cat | Orange Long Hair Cat | Grey and White Short Hair Cat | Black and White Short Hair Cat | Siamese Cat | Chihuahua | Sphynx Cat
,short-hair-orange-and-white-cat-embroidered-icon,ICON-46386786959617,Short Hair Orange and White Cat Embroidered Icon,,,low,No match - likely cut,0.9001,-1,Grey Short Hair Cat | Orange Short Hair Cat | Black and White Short Hair Cat | Orange and White Short Hair Cat | White Short Hair Cat | Grey and White Short Hair Cat | Black Short Hair Cat | Short Hair Calico Cat | Grey Long Hair Cat | Orange Long Hair Cat | White Long Hair Cat | Sphynx Cat
,short-hair-orange-cat-embroidered-icon,ICON-46386789581057,Short Hair Orange Cat Embroidered Icon,,,low,No match - likely cut,0.9077,-1,Grey Short Hair Cat | Orange Short Hair Cat | Black Short Hair Cat | White Short Hair Cat | Grey Long Hair Cat | Orange and White Short Hair Cat | Orange Long Hair Cat | Grey and White Short Hair Cat | Chihuahua | Black and White Short Hair Cat | Sphynx Cat | Siamese Cat
,short-hair-striped-cat-embroidered-icon,ICON-46386730598657,Short Hair Striped Cat Embroidered Icon,,,low,No match - likely cut,0.9292,-1,Short Hair Striped Cat | Bengal Cat | Long Hair Striped Cat | Sphynx Cat | Black Short Hair Cat | Orange Short Hair Cat | Grey Short Hair Cat | Orange and White Short Hair Cat | Grey and White Short Hair Cat | Orange Long Hair Cat | Grey Long Hair Cat | Black and White Short Hair Cat
,v2-shrimp,ICON-45782340370689,Shrimp Embroidered Icon,,,low,No match - likely cut,0.7542,-1,Shrimp | Lobster | Crab | Croissant | Claw Clip | Red Betta Fish | Blue Betta Fish | Black Betta Fish | Lake Michigan | Green Betta Fish | Rosebud | Fish Bone
,siamese-cat-embroidered-icon,ICON-46386792038657,Siamese Cat Embroidered Icon,Siamese Cat,1m1HsaeZD_OZTWtdMp0skPhCAn1DUNILE,high,High confidence,0.8948,1,Black Short Hair Cat | Siamese Cat | Grey Short Hair Cat | Orange Short Hair Cat | White Short Hair Cat | Chihuahua | Balinese Cat | Black Long Hair Cat | Grey Long Hair Cat | Black and White Short Hair Cat | Orange and White Short Hair Cat | Orange Long Hair Cat
,silverware-embroidered-icon,ICON-46316086296833,Silverware Embroidered Icon,,,low,No match - likely cut,0.5745,-1,Lipstick | Makeup Brushes | Cactus | Surf Board | Pink Lip Balms | Lighter | Pink Lighter | Pickleball Paddle | Red Rose | Red Wine | One Piece Swimsuit | Skis
,v2-ski-boot,ICON-45782340534529,Ski Boot Embroidered Icon,,,low,No match - likely cut,0.8552,-1,Ski Boot | Ice Skate | Cowboy Boot | Ugg Boots | Boston Red Sock | California Border | Stocking | Cheetah I | Pizza | Pink Plaid L | Cheetah X | Nail Polish
,ski-goggles-embroidered-icon,ICON-46892778520833,Ski Goggles Embroidered Icon,,,low,No match - likely cut,0.9863,-1,Ski Goggles | Brown Sunglasses | Smiley Face | Locket Filled Bow | Abbode Bow | Steak | Cowboy Hat | Chicago Bean | Locket Filled | Taurus | Plane Window | Egg
,ski-gondola-embroidered-icon,ICON-46892778717441,Ski Gondola Embroidered Icon,,,low,No match - likely cut,0.6265,-1,Ski Lift | Red Rolling Suitcase | Sun Tan Lotion | Old Fashioned | Tomato | Boston Dunkin | Round Perfume | Charleston Suitcase | Blue Plaid U | Peach | Torii Gate | Matcha
,ski-lift-embroidered-icon,ICON-46892778848513,Ski Lift Embroidered Icon,,,low,No match - likely cut,0.9788,-1,Ski Lift | Old Fashioned | Torii Gate | Boston Dunkin | Beamed Sixteenth Note | Red Rolling Suitcase | Beach Chair | Charleston Suitcase | Ski Pass | Cherries | Eighth Note | Nantucket Basket
,ski-pass-embroidered-icon,ICON-46892779045121,Ski Pass Embroidered Icon,Ski Pass,1x5aBpTiFJa8K1BFsayOngsKDaTMaz4FI,high,High confidence,0.9258,0,Ski Pass | Holiday Shopping Bag | King of Hearts | Jack of Hearts | Lighter | Pink Suitcase | Pink Lighter | Queen of Hearts | Diet Coke | Prozac | Navy Suitcase | Needlepoint
,skier-embroidered-icon,ICON-46892779405569,Skier Embroidered Icon,,,low,No match - likely cut,0.9879,-1,Skier | Ice Skater | Golf Clubs | Golf Bag | Skis | Latke Bear | USA Skis | Beach Chair | LA Logo | Statue of Liberty | Crossed Candy Canes | Vine Tomatoes
,v2-skis-and-poles,ICON-45782340632833,Skis and Poles Embroidered Icon,Skis,1urpimtcNLQquNGOvdZVa8uBlUWYBSMvx,high,High confidence,0.7537,0,Skis | USA Skis | Golf Clubs | Cactus | Treble Cleff | Cross Stitch I | Two Olives on Toothpick | Olive on Toothpick | Three Olives on Toothpick | Torii Gate | Snowboard | Gemini
,skis-embroidered-icon,ICON-46892779536641,Skis Embroidered Icon,,,low,No match - likely cut,0.8506,-1,Skis | USA Skis | Golf Clubs | Cactus | Snowboard | Treble Cleff | Airplane | Candy Cane Bow | Two Olives on Toothpick | Golf Bag | Olive on Toothpick | Cross Stitch I
,v2-slot-machine,ICON-45782340731137,Slot Machine Embroidered Icon,,,low,No match - likely cut,0.8055,-1,Slot Machine | Chicago Wrigley Sign | Needlepoint | I Love BOS | I Love DTX | I Love CHS | I Love ATX | I Love SF | I Love CHI | I Love NY | LA Rodeo Drive Sign | Anchor
,v2-smile-pancakes,ICON-45782340862209,Smile Pancakes Embroidered Icon,,,low,No match - likely cut,0.7952,-1,Smile Pancakes | Smiley Face | World Cup 26 Soccer Ball | Donut | 8 Ball | Espresso | Oyster | Tomato | Life Preserver | Sushi Roll | Plane Window | Bass Cleff
,v2-smiley-face,ICON-45782340960513,Smiley Face Embroidered Icon,Smiley Face,1AbOhLGABx4vPkNLvKbdtbqxFj2yiOycG,high,High confidence,0.8363,0,Smiley Face | Smile Pancakes | 8 Ball | Queen of Hearts | Sheet Mask | Blue Plaid Q | Locket Filled Bow | Xanax | Jack of Hearts | Adderall | Gingerbread Man | Tomato
,v2-snowboard,ICON-45782341124353,Snowboard Embroidered Icon,,,low,No match - likely cut,0.8250,-1,Snowboard | Cigarette | Pickleball Paddles | Light Blue Pickleball Paddles | Lipstick | Cross Stitch I | Chicago Bean | Skis | Lighter | Golf Clubs | Candy Cane Bow | Cross Stitch T
,snowflake-embroidered-icon,ICON-46892779667713,Snowflake Embroidered Icon,,,low,No match - likely cut,0.8427,-1,Snowflake | Cross Stitch Bow | Cross Stitch Y | Cross Stitch Rose | Cross Stitch Cherries | Cross Stitch Heart | Cross Stitch X | Cross Stitch E | Cross Stitch Z | Cross Stitch L | Cross Stitch T | Cross Stitch P
,v2-soy-sauce,ICON-45782341222657,Soy Sauce Embroidered Icon,,,low,No match - likely cut,0.8300,-1,Soy Sauce | Bandana Texas | Pink Suitcase | Fish Bone | Chicago Wrigley Sign | Hot Sauce | Boarding Pass | Bikini Polka Dot | Doberman Locket | Texas Outline | Boston Sign | Cane Corso Locket
,soy-sauce-embroidered-icon,ICON-45641968288001,Soy Sauce Embroidered Icon,,,low,No match - likely cut,0.7457,-1,Soy Sauce | Bandana Texas | Bikini Polka Dot | Pink Suitcase | Boarding Pass | Abbode Bow | Locket Filled Bow | Bikini | Fish Bone | Brown Sunglasses | Pickleball Paddles | Oyster
,v2-spade-suit,ICON-45782341320961,Spade Suit Embroidered Icon,,,low,No match - likely cut,0.6375,-1,Brown Mushroom | Cross Stitch Cherries | Strawberry Candy | Broken Heart | One Piece Swimsuit | Cross Stitch Martini | Blue Plaid X | Red Mushroom | Cross Stitch Rose | Gingerbread Man | Strawberry | Christmas Tree
,v2-sparkle,ICON-45782341419265,Sparkle Embroidered Icon,,,low,No match - likely cut,0.5161,-1,Bandana Star | Texas Outline | Star | Summer Sun | Bandana Texas | Lingerie | Anchor | Statue of Liberty Head | Pink Plaid Y | Three Stars | Blue Plaid V | Pink Plaid W
,v2-sparkles,ICON-45782341517569,Sparkles Embroidered Icon,,,low,No match - likely cut,0.5990,-1,Three Stars | Bandana Star | Star | Summer Sun | Texas Outline | Bandana Texas | Statue of Liberty Head | Anchor | Lingerie | Bikini | Blue Plaid V | Pink Plaid W
,spicy-marg-embroidered-icon,ICON-46919490076929,Spicy Marg Embroidered Icon,,,low,No match - likely cut,0.9581,-1,Spicy Marg | Negroni | Old Fashioned | Espresso | Charleston Iced Tea | Diet Coke | Popcorn | Ralph's Coffee | Coffee | LA Smoothie | Peach | Nantucket Basket
,v2-sriracha,ICON-45782341615873,Sriracha Embroidered Icon,Sriracha,1_GHwG4gAUaiVPs1GQ0Fs2Ds1XCtVCuTc,high,High confidence,0.8483,0,Sriracha | Sun Tan Lotion | Wine Bottle | Topo Chico | Lipstick | Aperol Bottle | Ozempic Vial | Hot Sauce | Lighter | Champagne Bottle | Pink Lighter | Ski Pass
,v2-stack-of-books,ICON-45782341714177,Stack of Books Embroidered Icon,,,low,No match - likely cut,0.8365,-1,Stack of Books | Chicago Deep Dish | Fries | Butter | Popcorn | San Francisco Cable Car | Cigarette | Pills | Pink Lighter | Lighter | Hot Dog | Coffee
,v2-standard-martini,ICON-45782341812481,Standard Martini Embroidered Icon,,,low,No match - likely cut,0.8411,-1,Martini | Espresso Martini | Cosmopolitan | Christmas Cocktail | Margarita | Ralph's Iced Coffee | LA Smoothie | Aperol Spritz | Red Wine | Boston Dunkin | Charleston Iced Tea | Pink Tennis
